Individual,Site,Comp.Species,DBH
ACEPEN02_HF,HF,TSUCAN,1.6
ACEPEN02_HF,HF,TSUCAN,2.7
ACEPEN02_HF,HF,TSUCAN,2.7
ACEPEN02_HF,HF,TSUCAN,3.8
ACEPEN02_HF,HF,TSUCAN,4.4
ACEPEN02_HF,HF,TSUCAN,5.3
ACEPEN02_HF,HF,TSUCAN,5.6
ACEPEN02_HF,HF,TSUCAN,8.1
ACEPEN02_HF,HF,BETALL,17.1
ACEPEN02_HF,HF,ACERUB,22.4
ACEPEN02_HF,HF,TSUCAN,24.4
ACEPEN02_HF,HF,PINSTRO,26.7
ACEPEN02_HF,HF,QUERUB,48.3
ACEPEN02_HF,HF,PINSTRO,57.1
ACEPEN02_WM,WM,ACEPEN,less.than.1
ACEPEN02_WM,WM,ACEPEN,1.1
ACEPEN02_WM,WM,ACESAC,1.2
ACEPEN02_WM,WM,ABIBAL,1.5
ACEPEN02_WM,WM,ABIBAL,1.6
ACEPEN02_WM,WM,ACESAC,1.9
ACEPEN02_WM,WM,ABIBAL,1.9
ACEPEN02_WM,WM,ABIBAL,2
ACEPEN02_WM,WM,ACESAC,2.3
ACEPEN02_WM,WM,ABIBAL,2.4
ACEPEN02_WM,WM,ABIBAL,2.5
ACEPEN02_WM,WM,ABIBAL,2.6
ACEPEN02_WM,WM,ABIBAL,3.2
ACEPEN02_WM,WM,ACEPEN,3.5
ACEPEN02_WM,WM,ABIBAL,3.6
ACEPEN02_WM,WM,ABIBAL,3.7
ACEPEN02_WM,WM,ABIBAL,3.8
ACEPEN02_WM,WM,ABIBAL,3.9
ACEPEN02_WM,WM,ABIBAL,4
ACEPEN02_WM,WM,ABIBAL,4
ACEPEN02_WM,WM,ACEPEN,4
ACEPEN02_WM,WM,ACEPEN,4
ACEPEN02_WM,WM,ABIBAL,4.2
ACEPEN02_WM,WM,FRAAME,4.3
ACEPEN02_WM,WM,ABIBAL,4.4
ACEPEN02_WM,WM,ABIBAL,4.6
ACEPEN02_WM,WM,ABIBAL,4.8
ACEPEN02_WM,WM,ACERUB,5.1
ACEPEN02_WM,WM,ABIBAL,5.2
ACEPEN02_WM,WM,ACEPEN,5.2
ACEPEN02_WM,WM,ACEPEN,6.3
ACEPEN02_WM,WM,ABIBAL,6.4
ACEPEN02_WM,WM,ACEPEN,7.1
ACEPEN02_WM,WM,ULMAME,9.5
ACEPEN02_WM,WM,ABIBAL,11.4
ACEPEN02_WM,WM,ACESAC,16.6
ACEPEN02_WM,WM,PRUSER,28.1
ACEPEN02_WM,WM,ACERUB,28.5
ACEPEN02_WM,WM,PRUSER,28.5
ACEPEN02_WM,WM,PINSTRO,35.7
ACEPEN02_WM,WM,PINSTRO,73
ACEPEN03_HF,HF,TSUCAN,14.9
ACEPEN03_HF,HF,TSUCAN,21.7
ACEPEN03_HF,HF,TSUCAN,31.5
ACEPEN03_HF,HF,TSUCAN,34.4
ACEPEN03_HF,HF,TSUCAN,36.9
ACEPEN04_GR,GR,ACEPEN,less.than.1
ACEPEN04_GR,GR,DIELON,less.than.1
ACEPEN04_GR,GR,DIELON,less.than.1
ACEPEN04_GR,GR,DIELON,less.than.1
ACEPEN04_GR,GR,DIELON,less.than.1
ACEPEN04_GR,GR,DIELON,less.than.1
ACEPEN04_GR,GR,DIELON,less.than.1
ACEPEN04_GR,GR,DIELON,less.than.1
ACEPEN04_GR,GR,DIELON,less.than.1
ACEPEN04_GR,GR,DIELON,less.than.1
ACEPEN04_GR,GR,DIELON,less.than.1
ACEPEN04_GR,GR,DIELON,less.than.1
ACEPEN04_GR,GR,DIELON,less.than.1
ACEPEN04_GR,GR,DIELON,less.than.1
ACEPEN04_GR,GR,DIELON,less.than.1
ACEPEN04_GR,GR,ACEPEN,1
ACEPEN04_GR,GR,DIELON,1
ACEPEN04_GR,GR,DIELON,1.1
ACEPEN04_GR,GR,DIELON,1.2
ACEPEN04_GR,GR,BETALL,1.2
ACEPEN04_GR,GR,DIELON,1.3
ACEPEN04_GR,GR,DIELON,1.4
ACEPEN04_GR,GR,DIELON,1.4
ACEPEN04_GR,GR,PRUSER,1.4
ACEPEN04_GR,GR,DIELON,1.7
ACEPEN04_GR,GR,ACEPEN,1.8
ACEPEN04_GR,GR,ABIBAL,1.8
ACEPEN04_GR,GR,ACEPEN,2.2
ACEPEN04_GR,GR,ABIBAL,2.2
ACEPEN04_GR,GR,DIELON,2.2
ACEPEN04_GR,GR,PICMAR,2.3
ACEPEN04_GR,GR,ABIBAL,2.3
ACEPEN04_GR,GR,ACERUB,3.2
ACEPEN04_GR,GR,PICMAR,7.5
ACEPEN04_GR,GR,BETPAP,8.8
ACEPEN04_GR,GR,ABIBAL,10.8
ACEPEN04_GR,GR,POPTRE,13.1
ACEPEN04_GR,GR,BETPAP,13.2
ACEPEN04_GR,GR,ABIBAL,14.6
ACEPEN04_GR,GR,ABIBAL,25.7
ACEPEN08_HF,HF,ACEPEN,less.than.1
ACEPEN08_HF,HF,ACERUB,less.than.1
ACEPEN08_HF,HF,TSUCAN,1
ACEPEN08_HF,HF,ACERUB,1.1
ACEPEN08_HF,HF,ACEPEN,1.2
ACEPEN08_HF,HF,ACERUB,1.9
ACEPEN08_HF,HF,ACERUB,1.9
ACEPEN08_HF,HF,ACERUB,2.2
ACEPEN08_HF,HF,ACERUB,2.8
ACEPEN08_HF,HF,ACERUB,3.1
ACEPEN08_HF,HF,ACERUB,4.3
ACEPEN08_HF,HF,ACERUB,4.6
ACEPEN08_HF,HF,ACERUB,4.7
ACEPEN08_HF,HF,ACERUB,4.9
ACEPEN08_HF,HF,ACERUB,5
ACEPEN08_HF,HF,ACERUB,5.6
ACEPEN08_HF,HF,ACERUB,5.9
ACEPEN08_HF,HF,FAGGRA,7.4
ACEPEN08_HF,HF,QUERUB,8.6
ACEPEN08_HF,HF,BETALL,8.7
ACEPEN08_HF,HF,QUERUB,10.6
ACEPEN08_HF,HF,ACEPEN,11.5
ACEPEN08_HF,HF,QUERUB,11.9
ACEPEN08_HF,HF,BETPAP,12.5
ACEPEN08_HF,HF,QUERUB,12.6
ACEPEN08_HF,HF,BETPAP,16.3
ACEPEN08_HF,HF,QUERUB,22.4
ACEPEN08_SH,SH,ABIBAL,less.than.1
ACEPEN08_SH,SH,ACEPEN,less.than.1
ACEPEN08_SH,SH,ACEPEN,less.than.1
ACEPEN08_SH,SH,ACEPEN,less.than.1
ACEPEN08_SH,SH,ACEPEN,less.than.1
ACEPEN08_SH,SH,ACEPEN,less.than.1
ACEPEN08_SH,SH,ACEPEN,less.than.1
ACEPEN08_SH,SH,ACEPEN,less.than.1
ACEPEN08_SH,SH,QUERUB,less.than.1
ACEPEN08_SH,SH,QUERUB,less.than.1
ACEPEN08_SH,SH,QUERUB,less.than.1
ACEPEN08_SH,SH,ACERUB,less.than.1
ACEPEN08_SH,SH,ACERUB,less.than.1
ACEPEN08_SH,SH,ACERUB,less.than.1
ACEPEN08_SH,SH,ACERUB,less.than.1
ACEPEN08_SH,SH,ACERUB,less.than.1
ACEPEN08_SH,SH,ACERUB,less.than.1
ACEPEN08_SH,SH,ACERUB,less.than.1
ACEPEN08_SH,SH,ACERUB,less.than.1
ACEPEN08_SH,SH,ACERUB,less.than.1
ACEPEN08_SH,SH,ACERUB,less.than.1
ACEPEN08_SH,SH,ACERUB,less.than.1
ACEPEN08_SH,SH,ACERUB,less.than.1
ACEPEN08_SH,SH,ACERUB,less.than.1
ACEPEN08_SH,SH,ABIBAL,1
ACEPEN08_SH,SH,ACEPEN,1
ACEPEN08_SH,SH,ABIBAL,1.1
ACEPEN08_SH,SH,QUERUB,1.1
ACEPEN08_SH,SH,ACERUB,1.1
ACEPEN08_SH,SH,ACEPEN,1.2
ACEPEN08_SH,SH,ACEPEN,1.2
ACEPEN08_SH,SH,ACEPEN,1.2
ACEPEN08_SH,SH,ACEPEN,1.2
ACEPEN08_SH,SH,ACEPEN,1.2
ACEPEN08_SH,SH,ACERUB,1.2
ACEPEN08_SH,SH,ACERUB,1.3
ACEPEN08_SH,SH,ACEPEN,1.4
ACEPEN08_SH,SH,QUERUB,1.5
ACEPEN08_SH,SH,ACERUB,1.6
ACEPEN08_SH,SH,ACERUB,1.6
ACEPEN08_SH,SH,QUERUB,1.7
ACEPEN08_SH,SH,ACEPEN,1.8
ACEPEN08_SH,SH,ACEPEN,1.9
ACEPEN08_SH,SH,ACEPEN,1.9
ACEPEN08_SH,SH,ACEPEN,1.9
ACEPEN08_SH,SH,ACEPEN,2
ACEPEN08_SH,SH,QUERUB,2
ACEPEN08_SH,SH,ACERUB,2
ACEPEN08_SH,SH,ACEPEN,2.1
ACEPEN08_SH,SH,QUERUB,2.1
ACEPEN08_SH,SH,ACEPEN,2.2
ACEPEN08_SH,SH,ACESAC,2.2
ACEPEN08_SH,SH,QUERUB,2.4
ACEPEN08_SH,SH,ACEPEN,2.5
ACEPEN08_SH,SH,QUERUB,2.7
ACEPEN08_SH,SH,QUERUB,2.9
ACEPEN08_SH,SH,ABIBAL,3
ACEPEN08_SH,SH,ACEPEN,3
ACEPEN08_SH,SH,ACEPEN,3.1
ACEPEN08_SH,SH,FAGGRA,3.2
ACEPEN08_SH,SH,ACEPEN,3.2
ACEPEN08_SH,SH,QUERUB,3.2
ACEPEN08_SH,SH,ACEPEN,3.3
ACEPEN08_SH,SH,ACEPEN,3.7
ACEPEN08_SH,SH,QUERUB,3.7
ACEPEN08_SH,SH,ACERUB,3.7
ACEPEN08_SH,SH,QUERUB,5.2
ACEPEN08_SH,SH,QUERUB,5.2
ACEPEN08_SH,SH,ACERUB,5.2
ACEPEN08_SH,SH,BETPAP,14.1
ACEPEN08_SH,SH,BETPAP,15.4
ACEPEN08_SH,SH,ACESAC,16
ACEPEN08_SH,SH,ACESAC,17.5
ACEPEN08_SH,SH,ACESAC,25.7
ACEPEN08_SH,SH,QUERUB,27.9
ACEPEN09_HF,HF,ACERUB,less.than.1
ACEPEN09_HF,HF,VACCOR,less.than.1
ACEPEN09_HF,HF,VACCOR,less.than.1
ACEPEN09_HF,HF,VACCOR,less.than.1
ACEPEN09_HF,HF,VACCOR,less.than.1
ACEPEN09_HF,HF,TSUCAN,less.than.1
ACEPEN09_HF,HF,VACCOR,1.2
ACEPEN09_HF,HF,VIBCAS,1.3
ACEPEN09_HF,HF,ACERUB,1.4
ACEPEN09_HF,HF,VACCOR,1.4
ACEPEN09_HF,HF,QUERUB,1.6
ACEPEN09_HF,HF,QUERUB,1.9
ACEPEN09_HF,HF,ACEPEN,2.5
ACEPEN09_HF,HF,ACERUB,2.5
ACEPEN09_HF,HF,QUERUB,2.5
ACEPEN09_HF,HF,AMELAE,2.8
ACEPEN09_HF,HF,QUERUB,2.9
ACEPEN09_HF,HF,QUERUB,3.5
ACEPEN09_HF,HF,ACERUB,4.3
ACEPEN09_HF,HF,ACERUB,4.5
ACEPEN09_HF,HF,QUEVEL,4.7
ACEPEN09_HF,HF,ACERUB,5.6
ACEPEN09_HF,HF,ACERUB,6.7
ACEPEN09_HF,HF,ACERUB,7.7
ACEPEN09_HF,HF,ACERUB,8.1
ACEPEN09_HF,HF,BETPAP,10.7
ACEPEN09_HF,HF,ACEPEN,11.8
ACEPEN09_HF,HF,BETPAP,13.4
ACEPEN09_HF,HF,POPGRA,13.5
ACEPEN09_HF,HF,BETPAP,13.6
ACEPEN09_HF,HF,ACERUB,17.1
ACEPEN09_HF,HF,QUERUB,17.8
ACEPEN09_HF,HF,POPGRA,18.9
ACEPEN09ALBCOV_WM,WM,FAGGRA,less.than.1
ACEPEN09ALBCOV_WM,WM,ACEPEN,1
ACEPEN09ALBCOV_WM,WM,ACEPEN,1
ACEPEN09ALBCOV_WM,WM,ACERUB,1
ACEPEN09ALBCOV_WM,WM,FAGGRA,1.2
ACEPEN09ALBCOV_WM,WM,AMELAE,1.5
ACEPEN09ALBCOV_WM,WM,ACERUB,2.5
ACEPEN09ALBCOV_WM,WM,ACERUB,3.2
ACEPEN09ALBCOV_WM,WM,FAGGRA,4.7
ACEPEN09ALBCOV_WM,WM,ACEPEN,7
ACEPEN09ALBCOV_WM,WM,FAGGRA,7.6
ACEPEN09ALBCOV_WM,WM,FAGGRA,8.2
ACEPEN09ALBCOV_WM,WM,FAGGRA,10
ACEPEN09ALBCOV_WM,WM,FAGGRA,14.8
ACEPEN09ALBCOV_WM,WM,ACERUB,39.6
ACEPEN09ALBCOV_WM,WM,PINSTRO,51.1
ACEPEN10_HF,HF,AROMEL,less.than.1
ACEPEN10_HF,HF,ACERUB,1
ACEPEN10_HF,HF,ACERUB,1.5
ACEPEN10_HF,HF,LYOLIG,1.6
ACEPEN10_HF,HF,AMELAE,1.6
ACEPEN10_HF,HF,ACERUB,1.9
ACEPEN10_HF,HF,ACERUB,2.2
ACEPEN10_HF,HF,ACERUB,2.3
ACEPEN10_HF,HF,QUERUB,3
ACEPEN10_HF,HF,ACERUB,3
ACEPEN10_HF,HF,AMELAE,3.4
ACEPEN10_HF,HF,FAGGRA,3.7
ACEPEN10_HF,HF,ACERUB,3.8
ACEPEN10_HF,HF,ACERUB,3.8
ACEPEN10_HF,HF,ACEPEN,4
ACEPEN10_HF,HF,ACEPEN,4.3
ACEPEN10_HF,HF,ACERUB,4.4
ACEPEN10_HF,HF,ACERUB,4.4
ACEPEN10_HF,HF,QUEVEL,5.6
ACEPEN10_HF,HF,BETPAP,6
ACEPEN10_HF,HF,FAGGRA,6.7
ACEPEN10_HF,HF,QUERUB,7.9
ACEPEN10_HF,HF,FAGGRA,8
ACEPEN10_HF,HF,QUERUB,8.6
ACEPEN10_HF,HF,QUERUB,9.6
ACEPEN10_HF,HF,BETPAP,9.6
ACEPEN10_HF,HF,QUERUB,10.8
ACEPEN10_HF,HF,BETPAP,11.3
ACEPEN10_HF,HF,BETPAP,11.7
ACEPEN10_HF,HF,BETPAP,12.4
ACEPEN10_WM,WM,ACERUB,less.than.1
ACEPEN10_WM,WM,ACERUB,less.than.1
ACEPEN10_WM,WM,PRUSER,less.than.1
ACEPEN10_WM,WM,ALNINC,less.than.1
ACEPEN10_WM,WM,ALNINC,less.than.1
ACEPEN10_WM,WM,ALNINC,less.than.1
ACEPEN10_WM,WM,ALNINC,less.than.1
ACEPEN10_WM,WM,ACEPEN,less.than.1
ACEPEN10_WM,WM,ACEPEN,1
ACEPEN10_WM,WM,ACESAC,1.3
ACEPEN10_WM,WM,FRAAME,1.5
ACEPEN10_WM,WM,ACESAC,1.8
ACEPEN10_WM,WM,ACESAC,1.8
ACEPEN10_WM,WM,ACEPEN,2.1
ACEPEN10_WM,WM,ACESAC,2.2
ACEPEN10_WM,WM,ACEPEN,2.3
ACEPEN10_WM,WM,ACEPEN,2.4
ACEPEN10_WM,WM,ACEPEN,2.5
ACEPEN10_WM,WM,ACEPEN,2.5
ACEPEN10_WM,WM,AMELAE,2.7
ACEPEN10_WM,WM,ACESAC,3
ACEPEN10_WM,WM,ACESAC,3.2
ACEPEN10_WM,WM,ACEPEN,3.2
ACEPEN10_WM,WM,ACEPEN,3.3
ACEPEN10_WM,WM,AMELAE,3.5
ACEPEN10_WM,WM,ACEPEN,3.5
ACEPEN10_WM,WM,BETALL,3.7
ACEPEN10_WM,WM,ULMAME,4.3
ACEPEN10_WM,WM,AMELAE,5.9
ACEPEN10_WM,WM,ACERUB,8.2
ACEPEN10_WM,WM,ACESAC,24.2
ACEPEN10_WM,WM,FRAAME,26.9
ACEPEN10_WM,WM,ACESAC,58.8
ACEPEN11_WM,WM,ABIBAL,less.than.1
ACEPEN11_WM,WM,ABIBAL,less.than.1
ACEPEN11_WM,WM,PICRUB,less.than.1
ACEPEN11_WM,WM,FAGGRA,less.than.1
ACEPEN11_WM,WM,ABIBAL,1
ACEPEN11_WM,WM,ACERUB,1
ACEPEN11_WM,WM,PICRUB,1
ACEPEN11_WM,WM,PICRUB,1
ACEPEN11_WM,WM,PICRUB,1
ACEPEN11_WM,WM,PINSTRO,1
ACEPEN11_WM,WM,FAGGRA,1
ACEPEN11_WM,WM,ABIBAL,1.1
ACEPEN11_WM,WM,ABIBAL,1.2
ACEPEN11_WM,WM,PICRUB,1.4
ACEPEN11_WM,WM,ABIBAL,1.5
ACEPEN11_WM,WM,FAGGRA,1.5
ACEPEN11_WM,WM,ABIBAL,1.6
ACEPEN11_WM,WM,ABIBAL,1.6
ACEPEN11_WM,WM,PICRUB,1.7
ACEPEN11_WM,WM,PICRUB,1.9
ACEPEN11_WM,WM,PICRUB,2
ACEPEN11_WM,WM,PICRUB,3
ACEPEN11_WM,WM,ACERUB,3.3
ACEPEN11_WM,WM,PICRUB,3.3
ACEPEN11_WM,WM,PICRUB,3.5
ACEPEN11_WM,WM,ABIBAL,3.6
ACEPEN11_WM,WM,ABIBAL,3.8
ACEPEN11_WM,WM,ABIBAL,4
ACEPEN11_WM,WM,PICRUB,4.4
ACEPEN11_WM,WM,ABIBAL,5.2
ACEPEN11_WM,WM,TSUCAN,5.3
ACEPEN11_WM,WM,ACERUB,5.7
ACEPEN11_WM,WM,BETALL,6.7
ACEPEN11_WM,WM,ABIBAL,9.6
ACEPEN11_WM,WM,PICRUB,24.4
ACEPEN11_WM,WM,PICRUB,31.6
ACEPEN12_WM,WM,FAGGRA,1.1
ACEPEN12_WM,WM,HAMVIR,1.1
ACEPEN12_WM,WM,HAMVIR,1.3
ACEPEN12_WM,WM,HAMVIR,1.8
ACEPEN12_WM,WM,HAMVIR,2.1
ACEPEN12_WM,WM,HAMVIR,2.1
ACEPEN12_WM,WM,HAMVIR,2.5
ACEPEN12_WM,WM,FAGGRA,2.6
ACEPEN12_WM,WM,ACEPEN,3
ACEPEN12_WM,WM,FAGGRA,3.2
ACEPEN12_WM,WM,FAGGRA,3.7
ACEPEN12_WM,WM,ACEPEN,4
ACEPEN12_WM,WM,HAMVIR,4.3
ACEPEN12_WM,WM,HAMVIR,4.6
ACEPEN12_WM,WM,FAGGRA,5.5
ACEPEN12_WM,WM,FAGGRA,6.1
ACEPEN12_WM,WM,FAGGRA,6.5
ACEPEN12_WM,WM,FAGGRA,7.7
ACEPEN12_WM,WM,ACERUB,24.4
ACEPEN12_WM,WM,BETPAP,30.2
ACEPEN14_HF,HF,ACEPEN,less.than.1
ACEPEN14_HF,HF,ACEPEN,less.than.1
ACEPEN14_HF,HF,ACEPEN,less.than.1
ACEPEN14_HF,HF,ACEPEN,less.than.1
ACEPEN14_HF,HF,ACERUB,16.7
ACEPEN14_HF,HF,ACERUB,19
ACEPEN14_HF,HF,QUERUB,23.5
ACEPEN14_HF,HF,QUERUB,26.1
ACEPEN14_HF,HF,QUERUB,29.8
ACEPEN14_HF,HF,PINSTRO,34.1
ACEPEN14_WM,WM,ABIBAL,less.than.1
ACEPEN14_WM,WM,ABIBAL,less.than.1
ACEPEN14_WM,WM,CORCOR,less.than.1
ACEPEN14_WM,WM,CORCOR,less.than.1
ACEPEN14_WM,WM,CORCOR,less.than.1
ACEPEN14_WM,WM,ACERUB,less.than.1
ACEPEN14_WM,WM,ABIBAL,1
ACEPEN14_WM,WM,ABIBAL,1
ACEPEN14_WM,WM,ABIBAL,1
ACEPEN14_WM,WM,ABIBAL,1
ACEPEN14_WM,WM,ACEPEN,1
ACEPEN14_WM,WM,ACERUB,1
ACEPEN14_WM,WM,PICRUB,1
ACEPEN14_WM,WM,ABIBAL,1.1
ACEPEN14_WM,WM,ACEPEN,1.1
ACEPEN14_WM,WM,ABIBAL,1.5
ACEPEN14_WM,WM,ABIBAL,1.5
ACEPEN14_WM,WM,CORCOR,1.5
ACEPEN14_WM,WM,PICRUB,1.5
ACEPEN14_WM,WM,ABIBAL,1.6
ACEPEN14_WM,WM,ABIBAL,1.8
ACEPEN14_WM,WM,CORCOR,1.8
ACEPEN14_WM,WM,CORCOR,1.8
ACEPEN14_WM,WM,ACEPEN,1.8
ACEPEN14_WM,WM,ABIBAL,2
ACEPEN14_WM,WM,ABIBAL,2.2
ACEPEN14_WM,WM,CORCOR,2.2
ACEPEN14_WM,WM,CORCOR,2.3
ACEPEN14_WM,WM,ACEPEN,2.6
ACEPEN14_WM,WM,ABIBAL,2.9
ACEPEN14_WM,WM,ABIBAL,3
ACEPEN14_WM,WM,ACEPEN,3
ACEPEN14_WM,WM,ABIBAL,3.4
ACEPEN14_WM,WM,ACEPEN,3.4
ACEPEN14_WM,WM,ABIBAL,3.6
ACEPEN14_WM,WM,TSUCAN,3.7
ACEPEN14_WM,WM,ACESAC,3.8
ACEPEN14_WM,WM,TSUCAN,4.3
ACEPEN14_WM,WM,ACEPEN,4.5
ACEPEN14_WM,WM,ACEPEN,4.5
ACEPEN14_WM,WM,ACERUB,4.6
ACEPEN14_WM,WM,BETPAP,4.8
ACEPEN14_WM,WM,ACEPEN,5.7
ACEPEN14_WM,WM,ABIBAL,6.9
ACEPEN14_WM,WM,ACEPEN,7.1
ACEPEN14_WM,WM,BETPAP,7.6
ACEPEN14_WM,WM,ABIBAL,9.4
ACEPEN14_WM,WM,FAGGRA,10.8
ACEPEN14_WM,WM,PICRUB,29.2
ACEPEN14_WM,WM,PICRUB,35.2
ACEPEN201601_GR,GR,ACEPEN,less.than.1
ACEPEN201601_GR,GR,ACEPEN,less.than.1
ACEPEN201601_GR,GR,ACESAC,less.than.1
ACEPEN201601_GR,GR,CORCOR,less.than.1
ACEPEN201601_GR,GR,ABIBAL,1
ACEPEN201601_GR,GR,ACEPEN,1
ACEPEN201601_GR,GR,BETALL,1
ACEPEN201601_GR,GR,ACEPEN,1.1
ACEPEN201601_GR,GR,ACEPEN,1.3
ACEPEN201601_GR,GR,ABIBAL,1.4
ACEPEN201601_GR,GR,ACEPEN,1.4
ACEPEN201601_GR,GR,ACEPEN,1.4
ACEPEN201601_GR,GR,ACEPEN,1.6
ACEPEN201601_GR,GR,ACEPEN,1.8
ACEPEN201601_GR,GR,PRUPEN,1.9
ACEPEN201601_GR,GR,ACEPEN,2
ACEPEN201601_GR,GR,ABIBAL,2.4
ACEPEN201601_GR,GR,ACEPEN,2.5
ACEPEN201601_GR,GR,ACEPEN,2.6
ACEPEN201601_GR,GR,ACEPEN,2.7
ACEPEN201601_GR,GR,ACEPEN,2.8
ACEPEN201601_GR,GR,FAGGRA,2.9
ACEPEN201601_GR,GR,ACEPEN,3.1
ACEPEN201601_GR,GR,ACEPEN,3.3
ACEPEN201601_GR,GR,FAGGRA,3.6
ACEPEN201601_GR,GR,ACEPEN,3.8
ACEPEN201601_GR,GR,ABIBAL,5.9
ACEPEN201601_GR,GR,ABIBAL,6.8
ACEPEN201601_GR,GR,ACESAC,7.3
ACEPEN201601_GR,GR,ABIBAL,7.4
ACEPEN201601_GR,GR,FAGGRA,7.4
ACEPEN201601_GR,GR,BETALL,7.5
ACEPEN201601_GR,GR,ABIBAL,7.6
ACEPEN201601_GR,GR,ACEPEN,8.3
ACEPEN201601_GR,GR,ACESAC,13.9
ACEPEN201601_GR,GR,ACESAC,20.1
ACEPEN201601_GR,GR,ACESAC,21.8
ACEPEN201601_GR,GR,ACESAC,31
ACEPEN201601_GR,GR,ACESAC,42.3
ACEPEN201601_SH,SH,THUOCC,1
ACEPEN201601_SH,SH,AMELAE,1.2
ACEPEN201601_SH,SH,THUOCC,2
ACEPEN201601_SH,SH,THUOCC,2
ACEPEN201601_SH,SH,THUOCC,2.4
ACEPEN201601_SH,SH,ABIBAL,2.4
ACEPEN201601_SH,SH,THUOCC,3.2
ACEPEN201601_SH,SH,ACERUB,3.8
ACEPEN201601_SH,SH,ACERUB,3.8
ACEPEN201601_SH,SH,ACERUB,4
ACEPEN201601_SH,SH,ACERUB,4
ACEPEN201601_SH,SH,ACERUB,4.6
ACEPEN201601_SH,SH,ACERUB,5
ACEPEN201601_SH,SH,ACERUB,5.1
ACEPEN201601_SH,SH,ACERUB,5.1
ACEPEN201601_SH,SH,ACERUB,5.5
ACEPEN201601_SH,SH,ABIBAL,5.5
ACEPEN201601_SH,SH,ACERUB,5.6
ACEPEN201601_SH,SH,THUOCC,5.9
ACEPEN201601_SH,SH,ACERUB,6
ACEPEN201601_SH,SH,ACERUB,6
ACEPEN201601_SH,SH,THUOCC,6.2
ACEPEN201601_SH,SH,ACERUB,6.2
ACEPEN201601_SH,SH,ACERUB,6.5
ACEPEN201601_SH,SH,ACERUB,7.1
ACEPEN201601_SH,SH,ACERUB,7.1
ACEPEN201601_SH,SH,ACERUB,7.2
ACEPEN201601_SH,SH,ACERUB,7.7
ACEPEN201601_SH,SH,ACERUB,8.2
ACEPEN201601_SH,SH,ACEPEN,9.2
ACEPEN201601_SH,SH,ACERUB,9.4
ACEPEN201601_SH,SH,ACERUB,11.4
ACEPEN201601_SH,SH,ABIBAL,11.9
ACEPEN201601_SH,SH,THUOCC,12.3
ACEPEN201601_SH,SH,ACERUB,15.7
ACEPEN201601_SH,SH,ACERUB,18
ACEPEN201601_SH,SH,ABIBAL,22
ACEPEN201601_SH,SH,ABIBAL,23.5
ACEPEN201602_GR,GR,ACERUB,less.than.1
ACEPEN201602_GR,GR,ABIBAL,less.than.1
ACEPEN201602_GR,GR,BETLEN,less.than.1
ACEPEN201602_GR,GR,BETLEN,less.than.1
ACEPEN201602_GR,GR,BETLEN,less.than.1
ACEPEN201602_GR,GR,ABIBAL,less.than.1
ACEPEN201602_GR,GR,ACEPEN,less.than.1
ACEPEN201602_GR,GR,ACEPEN,less.than.1
ACEPEN201602_GR,GR,ACEPEN,less.than.1
ACEPEN201602_GR,GR,ACEPEN,less.than.1
ACEPEN201602_GR,GR,ACEPEN,less.than.1
ACEPEN201602_GR,GR,ACEPEN,less.than.1
ACEPEN201602_GR,GR,ACEPEN,less.than.1
ACEPEN201602_GR,GR,ACEPEN,less.than.1
ACEPEN201602_GR,GR,ACEPEN,less.than.1
ACEPEN201602_GR,GR,ACEPEN,less.than.1
ACEPEN201602_GR,GR,ACEPEN,less.than.1
ACEPEN201602_GR,GR,ACEPEN,less.than.1
ACEPEN201602_GR,GR,ABIBAL,less.than.1
ACEPEN201602_GR,GR,ABIBAL,less.than.1
ACEPEN201602_GR,GR,ABIBAL,less.than.1
ACEPEN201602_GR,GR,ACEPEN,less.than.1
ACEPEN201602_GR,GR,ACEPEN,less.than.1
ACEPEN201602_GR,GR,PRUPEN,less.than.1
ACEPEN201602_GR,GR,ACEPEN,less.than.1
ACEPEN201602_GR,GR,ACEPEN,less.than.1
ACEPEN201602_GR,GR,ACEPEN,less.than.1
ACEPEN201602_GR,GR,ACEPEN,less.than.1
ACEPEN201602_GR,GR,ACEPEN,less.than.1
ACEPEN201602_GR,GR,ACEPEN,less.than.1
ACEPEN201602_GR,GR,PICRUB,1
ACEPEN201602_GR,GR,BETLEN,1
ACEPEN201602_GR,GR,ACEPEN,1
ACEPEN201602_GR,GR,ACEPEN,1
ACEPEN201602_GR,GR,ACEPEN,1.1
ACEPEN201602_GR,GR,ACEPEN,1.1
ACEPEN201602_GR,GR,ACEPEN,1.1
ACEPEN201602_GR,GR,ACEPEN,1.1
ACEPEN201602_GR,GR,ACERUB,1.2
ACEPEN201602_GR,GR,ABIBAL,1.2
ACEPEN201602_GR,GR,PRUPEN,1.2
ACEPEN201602_GR,GR,ACERUB,1.3
ACEPEN201602_GR,GR,ACEPEN,1.3
ACEPEN201602_GR,GR,ACEPEN,1.3
ACEPEN201602_GR,GR,ACEPEN,1.5
ACEPEN201602_GR,GR,ACEPEN,1.5
ACEPEN201602_GR,GR,ABIBAL,1.5
ACEPEN201602_GR,GR,ACEPEN,1.6
ACEPEN201602_GR,GR,ABIBAL,1.7
ACEPEN201602_GR,GR,ACEPEN,1.7
ACEPEN201602_GR,GR,ACEPEN,1.8
ACEPEN201602_GR,GR,ABIBAL,2
ACEPEN201602_GR,GR,BETLEN,2.2
